DRG Definition,Provider State,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,CT,321,36532.91277,12299.7134,10855.17445
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,DC,71,46770.32394,12474.5493,11535.28169
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,DE,125,29736.168,11512.44,9143.072
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,FL,2160,55805.95,9529.315278,8370.593519
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,GA,798,37976.63659,9890.488722,8412.008772
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,HI,56,31162.98214,14746.375,12863.07143
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,IA,284,30192.91901,9781.056338,8358.25
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,ID,121,26646.94215,10328.66116,8577.132231
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,IL,1086,43230.21639,10503.71271,8958.537753
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,IN,773,36379.65718,9519.07762,8095.285899
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,KS,262,36728.80916,9908.133588,8719.206107
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,KY,447,33482.92841,10046.44966,8564.897092
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,LA,403,38671.79156,9412.833747,8130.503722
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,MA,472,27329.70339,13423.86229,12015.06992
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,MD,564,17177.60284,16173.95213,14885.44149
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,ME,128,25979.76563,10552.10938,9261.773438
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,MI,774,28177.05039,10674.08786,9423.196382
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,MN,300,32178.17,11036.61,9555.693333
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,MO,620,37322.75,9864.309677,8461.490323
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,MS,416,35883.44952,9236.831731,8121.814904
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,MT,89,28517.82022,9631.191011,8494.595506
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,NC,859,32056.19092,9965.627474,8653.57858
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,ND,58,25370.72414,9804.12069,8754.396552
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,NE,184,33390.55978,10811.20652,8673.630435
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,NH,150,33107.52667,10758.91333,9360.56
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,NJ,976,60813.18852,11230.07582,10052.73668
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,NM,207,37797.36232,10857.68599,9317.623188
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,NV,257,61812.9144,10904.26459,9161.486381
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,NY,1456,36764.99107,13460.71291,12117.125
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,OH,910,32923.03846,9603.118681,8418.898901
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,OK,422,37345.55213,9325.405213,8055.049763
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,OR,224,30781.59821,10932.00893,9755.040179
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,PA,1197,46723.07101,10159.78697,8873.031746
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,RI,73,29428.30137,11127.80822,10198.76712
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,SC,511,44573.37378,10005.82583,8458.747554
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,SD,103,31862.17476,10256.60194,9031.854369
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,TN,760,35023.69737,9234.372368,7947.768421
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,TX,2161,47884.71263,10050.06155,8783.093012
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,UT,195,27364.28205,10424.54872,8482.179487
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,VA,620,38468.93226,9732.879032,8441.982258
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,VT,62,24378,13747.8871,11931.56452
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,WA,339,40358.65192,11032.15339,9235.070796
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,WI,399,32065.7619,10101.33584,8868.293233
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,WV,222,24905.3018,9406.662162,8257.972973
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,WY,77,31109.31169,13182.79221,12145.27273
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,AK,83,37958.31325,10496.83133,8058.289157
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,AL,608,32480.3273,6003.888158,4321.564145
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,AR,616,18613.73701,5658.353896,4297.202922
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,AZ,588,31922.60884,7146.183673,5545.489796
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,CA,2707,63582.08681,8878.603251,7284.677503
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,CO,474,38097.57595,7426.49789,5213.255274
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,CT,378,27545.64286,8297.875661,6491.687831
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,DC,167,31568.46707,8163.982036,6125.916168
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,DE,104,17813.31731,7470.980769,5671.826923
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,FL,1854,47398.41963,6654.165588,4852.893743
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,GA,726,33369.66804,6826.690083,4845.852617
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,HI,20,24310.05,9518.4,5880.95
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,IA,322,23195.89752,6339.819876,4777.114907
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,ID,162,20557.91358,6920.111111,4932.37037
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,IL,1413,35437.30715,7787.893135,5458.854211
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,IN,526,28302.8251,6981.01711,4836.207224
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,KS,416,27440.00962,6126.915865,4466.213942
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,KY,417,25290.60671,6648.609113,5167.997602
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,LA,386,29191.99741,6358.559585,4476.774611
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,MA,907,24465.93605,9163.963616,7605.598677
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,MD,632,12006.42089,11396.37342,9377.922468
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,ME,127,15041.90551,6797.023622,5655.944882
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,MI,1377,20028.65868,7334.728395,5581.599855
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,MN,985,24852.99797,7560.370558,5525.896447
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,MO,569,29374.4464,6741.135325,4910.001757
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,MS,243,38274.44033,6654.8107,4573.72428
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,MT,102,22816.72549,6659.686275,5210.460784
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,NC,799,26913.04005,7087.581977,5390.908636
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,ND,107,18730.29907,6472.429907,4928.579439
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,NE,315,23834.2,7195.292063,5061.819048
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,NH,94,27138.7766,7682.93617,5677.648936
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,NJ,623,42916.17014,7605.247191,6136.23114
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,NM,171,26834.08187,8283.812865,6245.497076
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,NV,290,38880.57931,6920.551724,5053.106897
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,NY,1462,27728.89056,9300.377565,7145.396033
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,OH,1357,27835.17539,6762.363301,5010.280029
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,OK,757,25528.29855,6081.779392,4547.885073
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,OR,824,21397.62985,7846.390777,5528.237864
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,PA,1797,33632.28937,7287.219254,5650.043962
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,RI,46,21456.36957,8305.478261,6121.934783
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,SC,483,35661.27122,7312.345756,4940.293996
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,SD,91,31345.74725,7249.274725,5187.362637
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,TN,579,26373.70294,6400.956822,4793.483592
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,TX,2266,36340.90997,7060.262136,5192.104148
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,UT,207,17612.41063,7065.78744,4715.560386
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,VA,762,30582.8937,7261.458005,5512.404199
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,VT,40,18050.05,9102.825,7399
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,WA,1285,29850.84436,7563.223346,5760.908949
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,WI,487,25497.73511,7077.459959,5323.238193
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,WV,135,23540.24444,8433.614815,5227.555556
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,WY,82,35752.09756,8652.341463,5470.256098
536 - FRACTURES OF HIP & PELVIS W/O MCC,AK,40,25571.7,7315,6268.05
536 - FRACTURES OF HIP & PELVIS W/O MCC,AL,516,16563.34109,4009.885659,3008.335271
536 - FRACTURES OF HIP & PELVIS W/O MCC,AR,307,11572.10423,4080.247557,3173.107492
536 - FRACTURES OF HIP & PELVIS W/O MCC,AZ,520,20594.63462,4920.319231,3872.542308
536 - FRACTURES OF HIP & PELVIS W/O MCC,CA,2221,34340.08149,6109.41783,5048.834759
536 - FRACTURES OF HIP & PELVIS W/O MCC,CO,431,22819.6891,4882.157773,3792.111369
536 - FRACTURES OF HIP & PELVIS W/O MCC,CT,383,17866.51958,5708.454308,4656.51436
536 - FRACTURES OF HIP & PELVIS W/O MCC,DC,75,21503.42667,6452.453333,5344.76
536 - FRACTURES OF HIP & PELVIS W/O MCC,DE,123,11526.21951,5192.333333,4209.455285
536 - FRACTURES OF HIP & PELVIS W/O MCC,FL,2561,22069.39633,4337.225303,3276.358063
536 - FRACTURES OF HIP & PELVIS W/O MCC,GA,703,14645.58037,4377.267425,3384.522048
536 - FRACTURES OF HIP & PELVIS W/O MCC,HI,67,18484.26866,6802.223881,5357.985075
536 - FRACTURES OF HIP & PELVIS W/O MCC,IA,308,12838.97403,4432.918831,3410.896104
536 - FRACTURES OF HIP & PELVIS W/O MCC,ID,103,12059.99029,4649.184466,3467.349515
536 - FRACTURES OF HIP & PELVIS W/O MCC,IL,1405,18165.68541,4823.935231,3729.791459
536 - FRACTURES OF HIP & PELVIS W/O MCC,IN,690,13877.70435,4325.372464,3390.3
536 - FRACTURES OF HIP & PELVIS W/O MCC,KS,329,15568.0152,4533.930091,3402.489362
536 - FRACTURES OF HIP & PELVIS W/O MCC,KY,502,13679.88048,4449.003984,3447.185259
536 - FRACTURES OF HIP & PELVIS W/O MCC,LA,323,14746.35294,4321.529412,3362.873065
536 - FRACTURES OF HIP & PELVIS W/O MCC,MA,884,10960.89593,5922.059955,4912.618778
536 - FRACTURES OF HIP & PELVIS W/O MCC,MD,648,7142.54321,6725.069444,5691.388889
536 - FRACTURES OF HIP & PELVIS W/O MCC,ME,210,10337.20952,4704.009524,3720.080952
536 - FRACTURES OF HIP & PELVIS W/O MCC,MI,955,12153.21571,4863.279581,3846.568586
536 - FRACTURES OF HIP & PELVIS W/O MCC,MN,485,14497.73814,4992.560825,3900.406186
536 - FRACTURES OF HIP & PELVIS W/O MCC,MO,580,15196.82759,4367.693103,3378.305172
536 - FRACTURES OF HIP & PELVIS W/O MCC,MS,363,15562.51791,4340.443526,3337.988981
536 - FRACTURES OF HIP & PELVIS W/O MCC,MT,95,11945.92632,4550.936842,3565.273684
536 - FRACTURES OF HIP & PELVIS W/O MCC,NC,933,12989.35691,4756.221865,3726.787781
536 - FRACTURES OF HIP & PELVIS W/O MCC,ND,59,11521.94915,4715.711864,3696.59322
536 - FRACTURES OF HIP & PELVIS W/O MCC,NE,203,14128.96059,4581.187192,3617.763547
536 - FRACTURES OF HIP & PELVIS W/O MCC,NH,170,14210.92353,4824.929412,3635.864706
536 - FRACTURES OF HIP & PELVIS W/O MCC,NJ,1095,34655.15342,5279.967123,4212.447489
536 - FRACTURES OF HIP & PELVIS W/O MCC,NM,187,15654.7754,5171.438503,4192.160428
536 - FRACTURES OF HIP & PELVIS W/O MCC,NV,184,28695.32609,4790.532609,3908.597826
536 - FRACTURES OF HIP & PELVIS W/O MCC,NY,2105,20179.35487,6088.205226,5008.178147
536 - FRACTURES OF HIP & PELVIS W/O MCC,OH,1063,13557.77987,4459.470367,3426.386642
536 - FRACTURES OF HIP & PELVIS W/O MCC,OK,468,13630.13462,4478.540598,3416.497863
536 - FRACTURES OF HIP & PELVIS W/O MCC,OR,216,14633.83796,5312.425926,4230.046296
536 - FRACTURES OF HIP & PELVIS W/O MCC,PA,1421,20565.78607,4739.959184,3765.572836
536 - FRACTURES OF HIP & PELVIS W/O MCC,RI,106,15584.81132,5354.962264,4412.056604
536 - FRACTURES OF HIP & PELVIS W/O MCC,SC,451,16803.04656,4431.297118,3481.498891
536 - FRACTURES OF HIP & PELVIS W/O MCC,SD,82,14690.2561,5066.939024,3865.573171
536 - FRACTURES OF HIP & PELVIS W/O MCC,TN,666,14325.17117,4164.677177,3138.312312
536 - FRACTURES OF HIP & PELVIS W/O MCC,TX,1967,20298.40315,4622.107778,3622.860702
536 - FRACTURES OF HIP & PELVIS W/O MCC,UT,157,12515.7707,4762.617834,3365.929936
536 - FRACTURES OF HIP & PELVIS W/O MCC,VA,893,13689.71109,4423.511758,3436.883539
536 - FRACTURES OF HIP & PELVIS W/O MCC,VT,56,12282.98214,6083.767857,4938.767857
536 - FRACTURES OF HIP & PELVIS W/O MCC,WA,421,16708.82898,5088.935867,3955.07601
536 - FRACTURES OF HIP & PELVIS W/O MCC,WI,477,13826.1782,4702.603774,3565.974843
536 - FRACTURES OF HIP & PELVIS W/O MCC,WV,221,10352.44796,4327.665158,3427.764706
536 - FRACTURES OF HIP & PELVIS W/O MCC,WY,60,13973.25,6676.033333,5357.55
552 - MEDICAL BACK PROBLEMS W/O MCC,AK,35,30417.2,8639,7755.4
552 - MEDICAL BACK PROBLEMS W/O MCC,AL,873,23515.20046,4908.122566,3623.91638
552 - MEDICAL BACK PROBLEMS W/O MCC,AR,660,16064.91061,4876.64697,3837.622727
552 - MEDICAL BACK PROBLEMS W/O MCC,AZ,868,25897.3318,6022.936636,4733.437788
552 - MEDICAL BACK PROBLEMS W/O MCC,CA,4539,43391.97885,7335.039436,6193.125799
552 - MEDICAL BACK PROBLEMS W/O MCC,CO,850,26755.60588,5563.136471,4319.912941
552 - MEDICAL BACK PROBLEMS W/O MCC,CT,819,22292.99756,7026.827839,5681.567766
552 - MEDICAL BACK PROBLEMS W/O MCC,DC,157,27091.31847,8400.656051,6859.012739
552 - MEDICAL BACK PROBLEMS W/O MCC,DE,217,13102.95392,6398.589862,4957.585253
552 - MEDICAL BACK PROBLEMS W/O MCC,FL,4609,30107.08809,5241.298112,4123.273812
552 - MEDICAL BACK PROBLEMS W/O MCC,GA,1078,21923.58071,5541.471243,4152.398887
552 - MEDICAL BACK PROBLEMS W/O MCC,HI,119,20513.78992,14337.58824,6293.621849
552 - MEDICAL BACK PROBLEMS W/O MCC,IA,634,16723.69401,5361.600946,4120.358044
552 - MEDICAL BACK PROBLEMS W/O MCC,ID,162,15379.80247,5435.395062,4170.635802
552 - MEDICAL BACK PROBLEMS W/O MCC,IL,3928,23123.03004,5858.416752,4559.923116
552 - MEDICAL BACK PROBLEMS W/O MCC,IN,1452,19282.47314,5502.918044,4104.086088
552 - MEDICAL BACK PROBLEMS W/O MCC,KS,578,23132.86505,5258.553633,3871.385813
552 - MEDICAL BACK PROBLEMS W/O MCC,KY,1122,16912.35472,5464.433155,4124.780749
552 - MEDICAL BACK PROBLEMS W/O MCC,LA,734,19227.76022,5148.667575,4041.836512
552 - MEDICAL BACK PROBLEMS W/O MCC,MA,2095,13417.88067,7077.321718,5992.50358
552 - MEDICAL BACK PROBLEMS W/O MCC,MD,1419,9220.88513,8725.73432,7629.236082
552 - MEDICAL BACK PROBLEMS W/O MCC,ME,269,13253.15613,5616.832714,4416.104089
552 - MEDICAL BACK PROBLEMS W/O MCC,MI,2513,16528.06088,5999.101074,4857.817748
552 - MEDICAL BACK PROBLEMS W/O MCC,MN,1137,18016.18118,6179.270888,4782.955145
552 - MEDICAL BACK PROBLEMS W/O MCC,MO,1398,20479.99213,5258.238197,4051.097282
552 - MEDICAL BACK PROBLEMS W/O MCC,MS,678,20791.75811,5195.648968,3987.179941
552 - MEDICAL BACK PROBLEMS W/O MCC,MT,151,14935.90728,5464.15894,4222.198675
552 - MEDICAL BACK PROBLEMS W/O MCC,NC,1603,17802.37492,5850.051154,4729.519651
552 - MEDICAL BACK PROBLEMS W/O MCC,ND,114,14330.13158,5618.201754,4607.912281
552 - MEDICAL BACK PROBLEMS W/O MCC,NE,397,19679.36524,5684.244332,4292.574307
552 - MEDICAL BACK PROBLEMS W/O MCC,NH,314,19027.63057,5805.850318,4744.035032
552 - MEDICAL BACK PROBLEMS W/O MCC,NJ,2132,46178.18856,8494.263602,5155.757036
552 - MEDICAL BACK PROBLEMS W/O MCC,NM,222,19097.49099,6119.193694,5067.5
552 - MEDICAL BACK PROBLEMS W/O MCC,NV,416,32660.15865,5986.21875,4800.0625
552 - MEDICAL BACK PROBLEMS W/O MCC,NY,4603,24905.869,7434.824245,6282.221377
552 - MEDICAL BACK PROBLEMS W/O MCC,OH,2955,18466.21421,5346.132995,4261.134349
552 - MEDICAL BACK PROBLEMS W/O MCC,OK,719,17192.53268,5204.991655,4138.318498
552 - MEDICAL BACK PROBLEMS W/O MCC,OR,346,18917.98555,6531.843931,4879.109827
552 - MEDICAL BACK PROBLEMS W/O MCC,PA,3128,28227.27717,5957.636509,4734.74009
552 - MEDICAL BACK PROBLEMS W/O MCC,RI,150,24553.82,7223.1,5688.193333
552 - MEDICAL BACK PROBLEMS W/O MCC,SC,661,24916.1997,5598.514372,4285.718608
552 - MEDICAL BACK PROBLEMS W/O MCC,SD,228,20839.74123,5995.219298,4746.736842
552 - MEDICAL BACK PROBLEMS W/O MCC,TN,1019,21088.15996,5233.787046,3971.29735
552 - MEDICAL BACK PROBLEMS W/O MCC,TX,3728,27340.82672,5731.915236,4492.050429
552 - MEDICAL BACK PROBLEMS W/O MCC,UT,236,16830.36864,5687.300847,4258.610169
552 - MEDICAL BACK PROBLEMS W/O MCC,VA,1565,18244.83642,5576.065176,4299.582109
552 - MEDICAL BACK PROBLEMS W/O MCC,VT,85,14585.25882,7301.294118,5995.058824
552 - MEDICAL BACK PROBLEMS W/O MCC,WA,814,24079.7715,6201.927518,4921.485258
552 - MEDICAL BACK PROBLEMS W/O MCC,WI,1155,18300.79394,5709.712554,4460.471861
552 - MEDICAL BACK PROBLEMS W/O MCC,WV,478,13298.43305,5400.610879,4245.859833
552 - MEDICAL BACK PROBLEMS W/O MCC,WY,113,17517.88496,7281.530973,6315.504425
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",AK,23,24751.34783,8027.608696,6536.608696
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",AL,422,17073.30569,4192.227488,3060.350711
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",AR,238,13266.07143,4579.264706,3617.92437
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",AZ,429,22217.25641,5108.624709,3991.475524
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",CA,2046,37362.41007,6590.761486,5393.477517
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",CO,401,23127.61845,5058.359102,3824.099751
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",CT,370,19731.65405,6158.094595,4971.02973
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",DC,80,21056.375,6931.2875,5930.125
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",DE,108,12102.43519,5887.287037,4166.296296
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",FL,2310,24810.5658,4629.218182,3458.256277
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",GA,548,17050.79927,4733.383212,3607.755474
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",HI,40,22745.475,6976.1,6087.4
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",IA,279,14422.60215,4657.989247,3603.655914
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",ID,54,14232.24074,4719.481481,3688.962963
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",IL,1515,19891.59934,5200.364356,3860.716172
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",IN,556,15568.71403,4550.651079,3380.266187
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",KS,285,20428.31228,4713.024561,3356.319298
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",KY,453,14098.00442,4617.80574,3403.406181
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",LA,265,16317.14717,4486.2,3414.935849
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",MA,1211,11481.93889,6192.672998,5127.331131
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",MD,771,7213.175097,6811.582361,5709.500649
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",ME,166,13390.76506,5201.855422,4069.873494
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",MI,1016,14351.95472,5232.507874,4059.798228
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",MN,474,17467.82278,5526.567511,4238.5
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",MO,504,17570.06548,4657.361111,3551.700397
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",MS,266,16568.7594,4485.654135,3463.398496
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",MT,51,12238.64706,4927.509804,3677.117647
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",NC,720,14182.1375,4988.458333,3922.931944
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",ND,46,11588.56522,5341.565217,3604.021739
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",NE,185,16964.27027,4903.524324,3606.583784
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",NH,150,16172.64,4909.813333,3919.706667
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",NJ,1069,36684.94107,5918.655753,4400.204864
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",NM,165,17198.24242,5362.193939,4309.654545
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",NV,171,30773.72515,5394.982456,4001.064327
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",NY,2495,20866.7495,6679.296593,5529.303006
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",OH,1279,15308.27209,4606.826427,3564.139171
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",OK,344,15073.53779,4671.694767,3389.505814
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",OR,167,15428.4491,5737.311377,4086.467066
